# y+ ()                 
# Time                  	patch                   	min                     	max                     	average                 
1013                    	circle	1.5460717394709105e+01	6.6375018454508407e+01	4.4531408104055039e+01
1013.5                  	Top	1.2395570760416335e+02	1.5976658309590363e+02	1.3794318840153028e+02
1013.5                  	Bottom	1.2240481712337764e+02	1.5811922792744335e+02	1.3913714724264648e+02
1013.5                  	circle	1.6882346819795931e+01	6.6424705154307162e+01	4.4613813928863784e+01
1014                    	Top	1.2395703215251135e+02	1.5976160985546625e+02	1.3793916892232033e+02
1014                    	Bottom	1.2240589648029236e+02	1.5811807658922652e+02	1.3914098832667602e+02
1014                    	circle	1.7713407766540740e+01	6.6473096530677410e+01	4.4701133859309827e+01
1014.5                  	Top	1.2395613502285325e+02	1.5975832444691127e+02	1.3793471333662848e+02
1014.5                  	Bottom	1.2240830278293275e+02	1.5811554569947435e+02	1.3914550052404459e+02
1014.5                  	circle	1.7688418098724309e+01	6.6498615267234200e+01	4.4757444354639333e+01
1015                    	Top	1.2395319865131542e+02	1.5975835489618109e+02	1.3793171504061931e+02
1015                    	Bottom	1.2241123806293017e+02	1.5811310054528266e+02	1.3914875126498819e+02
1015                    	circle	1.6865224782250927e+01	6.6489657895899796e+01	4.4757710663898514e+01
1015.5                  	Top	1.2394990688738535e+02	1.5976171252771499e+02	1.3793183763508918e+02
1015.5                  	Bottom	1.2241308178125736e+02	1.5811146823089578e+02	1.3914914915598777e+02
1015.5                  	circle	1.5496432584762021e+01	6.6448632308601290e+01	4.4698387414510250e+01
1016                    	Top	1.2394763281211767e+02	1.5976668854840921e+02	1.3793491042622327e+02
1016                    	Bottom	1.2241291088465977e+02	1.5811148951242211e+02	1.3914646958016326e+02
1016                    	circle	1.4173931584049090e+01	6.6395328842584831e+01	4.4603422409085113e+01
1016.5                  	Top	1.2394722560808083e+02	1.5977133249741840e+02	1.3793933378846322e+02
1016.5                  	Bottom	1.2241131305162735e+02	1.5811358787561386e+02	1.3914212979197686e+02
1016.5                  	circle	1.3550474880735376e+01	6.6354660866939724e+01	4.4521275322327590e+01
1017                    	Top	1.2394913735704661e+02	1.5977303979560890e+02	1.3794324998063672e+02
1017                    	Bottom	1.2240850789135611e+02	1.5811625842044313e+02	1.3913791159574336e+02
1017                    	circle	1.4006921036926983e+01	6.6345418612384975e+01	4.4491373716838567e+01
1017.5                  	Top	1.2395244413518127e+02	1.5977129047870528e+02	1.3794498557554510e+02
1017.5                  	Bottom	1.2240574099860905e+02	1.5811831565416617e+02	1.3913586228660208e+02
1017.5                  	circle	1.5322858582541667e+01	6.6371284315621381e+01	4.4525476733576298e+01
1018                    	Top	1.2395549193257708e+02	1.5976705183170677e+02	1.3794346905463485e+02
1018                    	Bottom	1.2240481380010496e+02	1.5811924608133160e+02	1.3913690492274711e+02
1018                    	circle	1.6767953527957253e+01	6.6419803462682893e+01	4.4605381536864364e+01
1018.5                  	Top	1.2395698617636313e+02	1.5976202941796348e+02	1.3793957968882927e+02
1018.5                  	Bottom	1.2240573051985741e+02	1.5811825817719449e+02	1.3914056847975914e+02
1018.5                  	circle	1.7671881159413264e+01	6.6469321299263811e+01	4.4693922371588890e+01
1019                    	Top	1.2395630674637668e+02	1.5975849909603070e+02	1.3793507653457701e+02
1019                    	Bottom	1.2240805085469152e+02	1.5811580982471750e+02	1.3914510750221021e+02
1019                    	circle	1.7726227154127272e+01	6.6497649921415203e+01	4.4754323330535037e+01
1019.5                  	Top	1.2395349562783267e+02	1.5975819360507452e+02	1.3793186639476355e+02
1019.5                  	Bottom	1.2241099756080436e+02	1.5811332250595311e+02	1.3914855629616471e+02
1019.5                  	circle	1.6971461171188569e+01	6.6492060462547030e+01	4.4760390770268998e+01
1020                    	Top	1.2395018769279720e+02	1.5976130541206004e+02	1.3793169079627435e+02
1020                    	Bottom	1.2241299018711150e+02	1.5811155721748273e+02	1.3914925235326487e+02
1020                    	circle	1.5631749899132579e+01	6.6453303895425023e+01	4.4705988954776245e+01
1020.5                  	Top	1.2394777433989398e+02	1.5976619685607372e+02	1.3793454365770401e+02
1020.5                  	Bottom	1.2241298625836210e+02	1.5811138466477371e+02	1.3914680871381540e+02
1020.5                  	circle	1.4275531007283252e+01	6.6400090173286557e+01	4.4612413250361826e+01
1021                    	Top	1.2394715729106208e+02	1.5977099183073270e+02	1.3793890988804614e+02
1021                    	Bottom	1.2241151286106150e+02	1.5811333466693821e+02	1.3914255057591390e+02
1021                    	circle	1.3564998452439248e+01	6.6357297723357561e+01	4.4527107951205707e+01
1021.5                  	Top	1.2394884931801511e+02	1.5977304515366856e+02	1.3794295755371965e+02
1021.5                  	Bottom	1.2240879761110632e+02	1.5811604954531768e+02	1.3913824041452273e+02
1021.5                  	circle	1.3920605780436619e+01	6.6344714025718446e+01	4.4491396387915536e+01
1022                    	Top	1.2395212562328494e+02	1.5977156071219622e+02	1.3794496124703298e+02
1022                    	Bottom	1.2240592910213289e+02	1.5811816145175962e+02	1.3913591123529767e+02
1022                    	circle	1.5183816606517199e+01	6.6367656880332888e+01	4.4519909490117776e+01
1022.5                  	Top	1.2395525941439350e+02	1.5976751396494515e+02	1.3794372713294447e+02
1022.5                  	Bottom	1.2240482351328485e+02	1.5811924362738694e+02	1.3913668386771047e+02
1022.5                  	circle	1.6648514487449987e+01	6.6414906931337129e+01	4.4597020213362107e+01
1023                    	Top	1.2395692871550222e+02	1.5976246665122576e+02	1.3794000009885147e+02
1023                    	Bottom	1.2240557582394013e+02	1.5811842741737857e+02	1.3914015985086505e+02
1023                    	circle	1.7622645627157709e+01	6.6465333588198817e+01	4.4686438784982762e+01
1023.5                  	Top	1.2395646936438091e+02	1.5975869914463783e+02	1.3793544891013019e+02
1023.5                  	Bottom	1.2240781157088222e+02	1.5811608227079330e+02	1.3914471272537031e+02
1023.5                  	circle	1.7757375496399213e+01	6.6496412668479849e+01	4.4750742362880963e+01
1024                    	Top	1.2395378503337449e+02	1.5975806256846928e+02	1.3793204747143207e+02
1024                    	Bottom	1.2241074163854357e+02	1.5811354532429712e+02	1.3914832834235298e+02
1024                    	circle	1.7071440425743940e+01	6.6494119404894406e+01	4.4762517974502352e+01
1024.5                  	Top	1.2395047799709523e+02	1.5976091195793416e+02	1.3793157197986676e+02
1024.5                  	Bottom	1.2241287931245490e+02	1.5811165929067550e+02	1.3914932584260370e+02
1024.5                  	circle	1.5766915299207666e+01	6.6457844279276898e+01	4.4713217849029931e+01
1025                    	Top	1.2394792948763306e+02	1.5976571056228477e+02	1.3793418618171899e+02
1025                    	Bottom	1.2241306031711490e+02	1.5811130990025376e+02	1.3914713585553395e+02
1025                    	circle	1.4382803377145784e+01	6.6404946124958570e+01	4.4621483279667643e+01
1025.5                  	Top	1.2394712777612585e+02	1.5977062466484318e+02	1.3793849840242902e+02
1025.5                  	Bottom	1.2241170802497554e+02	1.5811310029192049e+02	1.3914297969991534e+02
1025.5                  	circle	1.3589111970866838e+01	6.6360207261370988e+01	4.4533384714454655e+01
1026                    	Top	1.2394859913231346e+02	1.5977301174368449e+02	1.3794265000029810e+02
1026                    	Bottom	1.2240907533002786e+02	1.5811580680490655e+02	1.3913858313843775e+02
1026                    	circle	1.3842349933554232e+01	6.6344328568938806e+01	4.4491986748578007e+01
1026.5                  	Top	1.2395180967113120e+02	1.5977181054724704e+02	1.3794491631862542e+02
1026.5                  	Bottom	1.2240612663678428e+02	1.5811799024952950e+02	1.3913598119952206e+02
1026.5                  	circle	1.5044599221940810e+01	6.6364187863481902e+01	4.4514756879346599e+01
1027                    	Top	1.2395501132647455e+02	1.5976796750516974e+02	1.3794396162822798e+02
1027                    	Bottom	1.2240484563880999e+02	1.5811921761543343e+02	1.3913648393652355e+02
1027                    	circle	1.6524508616251726e+01	6.6410034939713256e+01	4.4588761018690136e+01
1027.5                  	Top	1.2395685602008068e+02	1.5976291164178664e+02	1.3794041092617746e+02
1027.5                  	Bottom	1.2240543415786826e+02	1.5811858124498465e+02	1.3913976081040164e+02
1027.5                  	circle	1.7565989395749476e+01	6.6461175667812768e+01	4.4678728241606343e+01
1028                    	Top	1.2395660776472754e+02	1.5975893213606653e+02	1.3793584433829457e+02
1028                    	Bottom	1.2240755162085669e+02	1.5811631697802810e+02	1.3914429698602171e+02
1028                    	circle	1.7780968369222865e+01	6.6494810638588618e+01	4.4746655699922563e+01
1028.5                  	Top	1.2395412669615099e+02	1.5975794825092390e+02	1.3793226608658901e+02
1028.5                  	Bottom	1.2241045632941935e+02	1.5811371490079625e+02	1.3914807381948958e+02
1028.5                  	circle	1.7166007946309588e+01	6.6495876229089419e+01	4.4764091601413988e+01
1029                    	Top	1.2395077565346185e+02	1.5976053505073057e+02	1.3793148104308426e+02
1029                    	Bottom	1.2241274981848646e+02	1.5811177438399301e+02	1.3914936920254559e+02
1029                    	circle	1.5901390250433479e+01	6.6462234315138417e+01	4.4720042485809330e+01
1029.5                  	Top	1.2394808873730484e+02	1.5976524335484967e+02	1.3793383086224938e+02
1029.5                  	Bottom	1.2241314550127686e+02	1.5811127819242850e+02	1.3914745530403835e+02
1029.5                  	circle	1.4495355886798016e+01	6.6409881429366578e+01	4.4630597344718446e+01
1030                    	Top	1.2394710793393770e+02	1.5977022927689154e+02	1.3793807829987333e+02
1030                    	Bottom	1.2241187305166373e+02	1.5811285143683335e+02	1.3914339267192909e+02
1030                    	circle	1.3622567964718204e+01	6.6363367312740621e+01	4.4540072653800507e+01
1030.5                  	Top	1.2394836919971529e+02	1.5977294659026063e+02	1.3794232593753540e+02
1030.5                  	Bottom	1.2240935289962279e+02	1.5811556037177260e+02	1.3913894351419736e+02
1030.5                  	circle	1.3772677823724703e+01	6.6344266102900548e+01	4.4493150375969805e+01
1031                    	Top	1.2395148487159133e+02	1.5977204175887988e+02	1.3794483744430110e+02
1031                    	Bottom	1.2240633877352870e+02	1.5811780770333496e+02	1.3913607886035945e+02
1031                    	circle	1.4907404125029236e+01	6.6360939348574206e+01	4.4510056095618495e+01
1031.5                  	Top	1.2395475553695002e+02	1.5976841235326236e+02	1.3794418045634202e+02
1031.5                  	Bottom	1.2240488912751438e+02	1.5811918329188902e+02	1.3913631521540239e+02
1031.5                  	circle	1.6396457175567630e+01	6.6405208817361640e+01	4.4580639294363962e+01
1032                    	Top	1.2395676522695193e+02	1.5976336665090989e+02	1.3794081258405510e+02
1032                    	Bottom	1.2240530429274457e+02	1.5811871866510194e+02	1.3913937227866171e+02
1032                    	circle	1.7501965951250167e+01	6.6456864618607113e+01	4.4670817656542567e+01
1032.5                  	Top	1.2395674715899324e+02	1.5975919757943956e+02	1.3793626137152557e+02
1032.5                  	Bottom	1.2240730416085822e+02	1.5811655836807097e+02	1.3914388247918774e+02
1032.5                  	circle	1.7797408145425656e+01	6.6492914872176314e+01	4.4742121776574336e+01
1033                    	Top	1.2395444261513553e+02	1.5975787626776247e+02	1.3793251005440740e+02
1033                    	Bottom	1.2241018051681102e+02	1.5811392235319312e+02	1.3914780506182646e+02
1033                    	circle	1.7254938434525741e+01	6.6497329902368136e+01	4.4765111241899966e+01
1033.5                  	Top	1.2395108033128380e+02	1.5976017605001141e+02	1.3793141799153531e+02
1033.5                  	Bottom	1.2241260238530214e+02	1.5811190134477536e+02	1.3914938258037441e+02
1033.5                  	circle	1.6034722662621700e+01	6.6466460263317401e+01	4.4726438497190678e+01
1034                    	Top	1.2394826360177363e+02	1.5976478031433908e+02	1.3793349344616507e+02
1034                    	Bottom	1.2241320910323159e+02	1.5811125615771476e+02	1.3914775727862695e+02
1034                    	circle	1.4612743229183501e+01	6.6414870214632074e+01	4.4639713364612803e+01
1034.5                  	Top	1.2394711581851520e+02	1.5976980569481296e+02	1.3793766434452951e+02
1034.5                  	Bottom	1.2241201993299272e+02	1.5811260491358044e+02	1.3914379931231014e+02
1034.5                  	circle	1.3665124047104088e+01	6.6366767901068641e+01	4.4547146135212692e+01
1035                    	Top	1.2394815789001827e+02	1.5977284686308622e+02	1.3794198571077078e+02
1035                    	Bottom	1.2240962753588514e+02	1.5811530996016685e+02	1.3913931882085868e+02
1035                    	circle	1.3711869395657127e+01	6.6344530343495677e+01	4.4494884676723132e+01
1035.5                  	Top	1.2395115774962703e+02	1.5977226850679949e+02	1.3794472282896470e+02
1035.5                  	Bottom	1.2240659490469599e+02	1.5811764842411887e+02	1.3913622580086451e+02
1035.5                  	circle	1.4774271754364396e+01	6.6357976027893230e+01	4.4505854079623340e+01
1036                    	Top	1.2395448380946272e+02	1.5976884508301708e+02	1.3794437543360010e+02
1036                    	Bottom	1.2240494457775327e+02	1.5811912743254581e+02	1.3913616991370301e+02
1036                    	circle	1.6264901861304200e+01	6.6400449220153305e+01	4.4572688212288377e+01
1036.5                  	Top	1.2395665759893608e+02	1.5976382794945602e+02	1.3794120246287039e+02
1036.5                  	Bottom	1.2240518742099847e+02	1.5811883911062174e+02	1.3913899575650157e+02
1036.5                  	circle	1.7430711792212925e+01	6.6452416912490690e+01	4.4662736191803219e+01
1037                    	Top	1.2395685625440046e+02	1.5975948276143058e+02	1.3793668511591468e+02
1037                    	Bottom	1.2240706091667985e+02	1.5811678848838358e+02	1.3914346330153478e+02
1037                    	circle	1.7806615570006823e+01	6.6490742185564869e+01	4.4737166542730627e+01
1037.5                  	Top	1.2395473528769796e+02	1.5975783899893980e+02	1.3793277333846876e+02
1037.5                  	Bottom	1.2240989959110745e+02	1.5811413818000537e+02	1.3914751437979641e+02
1037.5                  	circle	1.7337831160860731e+01	6.6498464576205379e+01	4.4765575611411677e+01
1038                    	Top	1.2395138938885820e+02	1.5975983780411610e+02	1.3793138323898421e+02
1038                    	Bottom	1.2241243984572864e+02	1.5811204236610948e+02	1.3914936777972332e+02
1038                    	circle	1.6166438146364772e+01	6.6470500167162243e+01	4.4732387862230269e+01
1038.5                  	Top	1.2394845942669347e+02	1.5976431756063636e+02	1.3793318080033825e+02
1038.5                  	Bottom	1.2241325269394197e+02	1.5811124992972634e+02	1.3914803751088249e+02
1038.5                  	circle	1.4734235983284352e+01	6.6419887316142663e+01	4.4648776671918064e+01
1039                    	Top	1.2394714111764220e+02	1.5976937663362980e+02	1.3793725004601825e+02
1039                    	Bottom	1.2241217297136480e+02	1.5811238868464426e+02	1.3914421116302276e+02
1039                    	circle	1.3716576020967755e+01	6.6370401135339321e+01	4.4554582863208537e+01
1039.5                  	Top	1.2394796368670242e+02	1.5977271576083115e+02	1.3794162909016185e+02
1039.5                  	Bottom	1.2240989521621059e+02	1.5811505542199899e+02	1.3913970547056928e+02
1039.5                  	circle	1.3660221198610301e+01	6.6345107102513111e+01	4.4497179835601699e+01
1040                    	Top	1.2395082764536814e+02	1.5977247921706737e+02	1.3794457322196408e+02
1040                    	Bottom	1.2240687247649737e+02	1.5811748754323943e+02	1.3913640706389825e+02
1040                    	circle	1.4645499006919186e+01	6.6355287784824128e+01	4.4502161915151802e+01
1040.5                  	Top	1.2395419799581305e+02	1.5976926211055056e+02	1.3794454322758813e+02
1040.5                  	Bottom	1.2240500828590376e+02	1.5811904392512270e+02	1.3913604558918180e+02
1040.5                  	circle	1.6130444549474635e+01	6.6395771845068097e+01	4.4564934790220718e+01
1041                    	Top	1.2395653270618600e+02	1.5976429520552401e+02	1.3794157955608961e+02
1041                    	Bottom	1.2240508552856653e+02	1.5811894373513147e+02	1.3913863451249392e+02
1041                    	circle	1.7352347201386824e+01	6.6447852761716206e+01	4.4654513817397515e+01
1041.5                  	Top	1.2395694427908569e+02	1.5975980245843340e+02	1.3793711703115375e+02
1041.5                  	Bottom	1.2240683180465695e+02	1.5811702149770636e+02	1.3914304264646279e+02
1041.5                  	circle	1.7808445603374672e+01	6.6488294002000501e+01	4.4731800245648103e+01
1042                    	Top	1.2395502135907404e+02	1.5975783937429105e+02	1.3793306786840540e+02
1042                    	Bottom	1.2240961690489425e+02	1.5811436180629974e+02	1.3914720523978357e+02
1042                    	circle	1.7413779479437771e+01	6.6499252189554468e+01	4.4765479277163791e+01
1042.5                  	Top	1.2395170256618584e+02	1.5975952136012717e+02	1.3793137576124900e+02
1042.5                  	Bottom	1.2241226055621443e+02	1.5811219167511214e+02	1.3914932397493567e+02
1042.5                  	circle	1.6294413152714593e+01	6.6474336286143469e+01	4.4737889187940169e+01
1043                    	Top	1.2394867154446803e+02	1.5976385549467005e+02	1.3793289013701681e+02
1043                    	Bottom	1.2241327202976161e+02	1.5811125307935760e+02	1.3914829089734081e+02
1043                    	circle	1.4859311810689592e+01	6.6424911154331483e+01	4.4657744291698783e+01
1043.5                  	Top	1.2394717228863693e+02	1.5976894982824808e+02	1.3793682524775235e+02
1043.5                  	Bottom	1.2241233572432702e+02	1.5811220283780182e+02	1.3914462518976399e+02
1043.5                  	circle	1.3776714403188329e+01	6.6374255221586466e+01	4.4562356367818055e+01
1044                    	Top	1.2394779473238464e+02	1.5977255594891500e+02	1.3794126569116315e+02
1044                    	Bottom	1.2241016401359440e+02	1.5811481055411033e+02	1.3914010919425183e+02
1044                    	circle	1.3617953058315797e+01	6.6346006504807548e+01	4.4500033564828755e+01
1044.5                  	Top	1.2395050565581113e+02	1.5977265680213884e+02	1.3794440065608836e+02
1044.5                  	Bottom	1.2240714811534785e+02	1.5811730682531541e+02	1.3913661081718158e+02
1044.5                  	circle	1.4521452977790270e+01	6.6352873332139467e+01	4.4498987502561228e+01
1045                    	Top	1.2395391384920805e+02	1.5976966966843219e+02	1.3794469944884864e+02
1045                    	Bottom	1.2240509304252875e+02	1.5811895303357531e+02	1.3913595637443325e+02
1045                    	circle	1.5993613204155965e+01	6.6391183508872061e+01	4.4557409555080731e+01
1045.5                  	Top	1.2395639029489310e+02	1.5976476699372844e+02	1.3794194305543294e+02
1045.5                  	Bottom	1.2240499902668017e+02	1.5811903282143371e+02	1.3913828963270910e+02
1045.5                  	circle	1.7267080544202635e+01	6.6443185165947199e+01	4.4646174882989584e+01
1046                    	Top	1.2395699961658789e+02	1.5976015062768528e+02	1.3793754511753562e+02
1046                    	Bottom	1.2240661044838539e+02	1.5811724362798847e+02	1.3914261880254662e+02
1046                    	circle	1.7802912522799939e+01	6.6485567633547504e+01	4.4726049088216435e+01
1046.5                  	Top	1.2395528462301580e+02	1.5975787238430513e+02	1.3793337964938706e+02
1046.5                  	Bottom	1.2240932107292066e+02	1.5811457461782004e+02	1.3914686946858652e+02
1046.5                  	circle	1.7482710544503707e+01	6.6499690138202993e+01	4.4764817330268890e+01
1047                    	Top	1.2395201664415612e+02	1.5975922835312645e+02	1.3793139581114508e+02
1047                    	Bottom	1.2241206770256213e+02	1.5811235316569145e+02	1.3914925290694345e+02
1047                    	circle	1.6419367685224874e+01	6.6477959050681037e+01	4.4742913741056597e+01
1047.5                  	Top	1.2394890425849400e+02	1.5976339759686647e+02	1.3793262769710583e+02
1047.5                  	Bottom	1.2241327435082637e+02	1.5811127588562496e+02	1.3914852260295569e+02
1047.5                  	circle	1.4987449358070007e+01	6.6429926302168681e+01	4.4666574428165923e+01
1048                    	Top	1.2394723174157315e+02	1.5976850662470073e+02	1.3793641313538413e+02
1048                    	Bottom	1.2241248957622356e+02	1.5811203773857446e+02	1.3914503524387865e+02
1048                    	circle	1.3844978857706350e+01	6.6378306729247186e+01	4.4570425727855174e+01
1048.5                  	Top	1.2394763068624637e+02	1.5977235647915757e+02	1.3794087675531654e+02
1048.5                  	Bottom	1.2241041470739212e+02	1.5811454585147430e+02	1.3914051226186425e+02
1048.5                  	circle	1.3585261820189846e+01	6.6347220339292463e+01	4.4503433832527890e+01
1049                    	Top	1.2395019303965495e+02	1.5977280120822732e+02	1.3794420485442964e+02
1049                    	Bottom	1.2240742430306176e+02	1.5811710887676108e+02	1.3913683730907843e+02
1049                    	circle	1.4402660629542195e+01	6.6350746336711140e+01	4.4496344842215620e+01
1049.5                  	Top	1.2395362133656879e+02	1.5977006298574665e+02	1.3794483398050664e+02
1049.5                  	Bottom	1.2240518518745121e+02	1.5811883583932459e+02	1.3913589215435834e+02
1049.5                  	circle	1.5854896969476439e+01	6.6386694935392583e+01	4.4550146145104101e+01
1050                    	Top	1.2395623278129695e+02	1.5976524135166230e+02	1.3794229241799849e+02
1050                    	Bottom	1.2240492872485109e+02	1.5811910708128462e+02	1.3913796302608338e+02
1050                    	circle	1.7175139569642841e+01	6.6438432824503494e+01	4.4637754170356239e+01
1050.5                  	Top	1.2395704297413486e+02	1.5976050571094771e+02	1.3793797648190329e+02
1050.5                  	Bottom	1.2240640241485683e+02	1.5811746726065022e+02	1.3914218902533449e+02
1050.5                  	circle	1.7789917400502183e+01	6.6482611598716460e+01	4.4719947091684240e+01
1051                    	Top	1.2395553930796514e+02	1.5975794488559583e+02	1.3793371717071165e+02
1051                    	Bottom	1.2240904852067570e+02	1.5811482285376857e+02	1.3914653024602146e+02
1051                    	circle	1.7545365825357155e+01	6.6499821972636980e+01	4.4763612485761080e+01
1051.5                  	Top	1.2395233080157435e+02	1.5975896164721041e+02	1.3793144319385743e+02
1051.5                  	Bottom	1.2241186339796435e+02	1.5811252793546549e+02	1.3914915568322084e+02
1051.5                  	circle	1.6540111755279366e+01	6.6481350407738404e+01	4.4747466265569528e+01
1052                    	Top	1.2394914605371692e+02	1.5976294401723925e+02	1.3793238514400062e+02
1052                    	Bottom	1.2241324880056985e+02	1.5811130217951703e+02	1.3914872148865567e+02
1052                    	circle	1.5118092896483974e+01	6.6434904662373953e+01	4.4675224287216260e+01
1052.5                  	Top	1.2394730334933831e+02	1.5976804685398611e+02	1.3793600078355237e+02
1052.5                  	Bottom	1.2241261890075488e+02	1.5811187158445853e+02	1.3914542523853649e+02
1052.5                  	circle	1.3921034589563966e+01	6.6382538199926117e+01	4.4578758351721355e+01
1053                    	Top	1.2394749845356490e+02	1.5977213377968909e+02	1.3794048903362935e+02
1053                    	Bottom	1.2241066725193475e+02	1.5811429800210999e+02	1.3914093075583585e+02
1053                    	circle	1.3562333843950627e+01	6.6348742474255218e+01	4.4507372041830308e+01
1053.5                  	Top	1.2394989988558491e+02	1.5977291525688318e+02	1.3794399329189255e+02
1053.5                  	Bottom	1.2240770836511045e+02	1.5811690759502088e+02	1.3913709185055339e+02
1053.5                  	circle	1.4289738477951305e+01	6.6348914322723857e+01	4.4494250519999888e+01
1054                    	Top	1.2395332923221041e+02	1.5977042885529710e+02	1.3794494746327931e+02
1054                    	Bottom	1.2240528287902410e+02	1.5811869401399184e+02	1.3913585197889174e+02
1054                    	circle	1.5715110453337070e+01	6.6382344701790061e+01	4.4543183430518390e+01
1054.5                  	Top	1.2395606483611743e+02	1.5976571883346020e+02	1.3794262951061776e+02
1054.5                  	Bottom	1.2240487892726811e+02	1.5811917213048594e+02	1.3913765892561057e+02
1054.5                  	circle	1.7076837357745326e+01	6.6433615681944417e+01	4.4629284855613349e+01
1055                    	Top	1.2395705724569274e+02	1.5976088508671836e+02	1.3793840262589902e+02
1055                    	Bottom	1.2240621362992025e+02	1.5811769348449778e+02	1.3914176203995268e+02
1055                    	circle	1.7769566948915180e+01	6.6479430933702957e+01	4.4713536800252662e+01
1055.5                  	Top	1.2395576839313506e+02	1.5975806749358901e+02	1.3793407130068357e+02
1055.5                  	Bottom	1.2240877945293791e+02	1.5811507442336062e+02	1.3914618543702136e+02
1055.5                  	circle	1.7601718698725190e+01	6.6499632260974039e+01	4.4761876030611937e+01
1056                    	Top	1.2395264378438509e+02	1.5975872051092838e+02	1.3793151669503411e+02
1056                    	Bottom	1.2241164814601137e+02	1.5811271601974772e+02	1.3914903304225371e+02
1056                    	circle	1.6657997357251997e+01	6.6484515135323733e+01	4.4751540923849333e+01
1056.5                  	Top	1.2394940428711786e+02	1.5976249681057342e+02	1.3793216919091932e+02
1056.5                  	Bottom	1.2241320211348949e+02	1.5811134273069692e+02	1.3914889242874247e+02
1056.5                  	circle	1.5250678750929968e+01	6.6439828825649300e+01	4.4683655309614231e+01
1057                    	Top	1.2394740181286578e+02	1.5976757521339135e+02	1.3793560770893419e+02
1057                    	Bottom	1.2241273333045915e+02	1.5811172076988947e+02	1.3914580626423930e+02
1057                    	circle	1.4004343166211429e+01	6.6386933358932026e+01	4.4587316434244514e+01
1057.5                  	Top	1.2394738343324444e+02	1.5977187716727875e+02	1.3794008796672904e+02
1057.5                  	Bottom	1.2241090364681806e+02	1.5811404188889026e+02	1.3914135054665655e+02
1057.5                  	circle	1.3549218413160247e+01	6.6350569467497252e+01	4.4511834990517755e+01
1058                    	Top	1.2394961124470295e+02	1.5977299147787679e+02	1.3794375089509873e+02
1058                    	Bottom	1.2240798502020384e+02	1.5811668154386786e+02	1.3913735924435872e+02
1058                    	circle	1.4183226864140993e+01	6.6347385510183301e+01	4.4492713864504196e+01
1058.5                  	Top	1.2395303472089047e+02	1.5977076210032939e+02	1.3794501245182965e+02
1058.5                  	Bottom	1.2240541672082578e+02	1.5811855789683617e+02	1.3913583463628646e+02
1058.5                  	circle	1.5575321804902027e+01	6.6378213140516337e+01	4.4536572268189801e+01
1059                    	Top	1.2395587226728141e+02	1.5976619208375382e+02	1.3794294193248871e+02
1059                    	Bottom	1.2240483269704842e+02	1.5811920254309771e+02	1.3913736592049571e+02
1059                    	circle	1.6972594061478638e+01	6.6428747147974391e+01	4.4620806331217224e+01
1059.5                  	Top	1.2395705081866443e+02	1.5976127683507414e+02	1.3793882393434973e+02
1059.5                  	Bottom	1.2240603306533019e+02	1.5811790640737942e+02	1.3914133352193497e+02
1059.5                  	circle	1.7741738120517972e+01	6.6476043454139898e+01	4.4706862786826221e+01
1060                    	Top	1.2395597236592900e+02	1.5975819967542287e+02	1.3793441601470059e+02
1060                    	Bottom	1.2240851208012818e+02	1.5811532160701191e+02	1.3914581386993331e+02
1060                    	circle	1.7651825495847774e+01	6.6499194195350285e+01	4.4759649006843617e+01
1060.5                  	Top	1.2395294936238621e+02	1.5975850846986242e+02	1.3793161461213009e+02
1060.5                  	Bottom	1.2241142176748215e+02	1.5811291370774663e+02	1.3914888506093214e+02
1060.5                  	circle	1.6772881975037922e+01	6.6487416751325711e+01	4.4755078226023983e+01
1061                    	Top	1.2394967845644297e+02	1.5976206014318481e+02	1.3793198084092373e+02
1061                    	Bottom	1.2241313985693867e+02	1.5811140199463480e+02	1.3914903960840738e+02
1061                    	circle	1.5384725314461960e+01	6.6444679671618260e+01	4.4691834802061152e+01
1061.5                  	Top	1.2394752362439888e+02	1.5976709398608537e+02	1.3793522426201577e+02
1061.5                  	Bottom	1.2241283614037485e+02	1.5811158755874757e+02	1.3914617550086399e+02
1061.5                  	circle	1.4094592757919767e+01	6.6391475088323901e+01	4.4596070453905888e+01
1062                    	Top	1.2394728213412776e+02	1.5977159048203404e+02	1.3793967328532989e+02
1062                    	Bottom	1.2241112367715712e+02	1.5811378095078217e+02	1.3914176885984170e+02
1062                    	circle	1.3546009569907941e+01	6.6352686520928543e+01	4.4516806176523204e+01
1062.5                  	Top	1.2394934155662578e+02	1.5977303301890683e+02	1.3794348777913760e+02
1062.5                  	Bottom	1.2240826735109097e+02	1.5811645223789955e+02	1.3913765052119015e+02
1062.5                  	circle	1.4083744078654160e+01	6.6346174670596184e+01	4.4491749102964285e+01
1063                    	Top	1.2395271565721994e+02	1.5977105962866517e+02	1.3794500778679014e+02
1063                    	Bottom	1.2240559411789285e+02	1.5811843735341250e+02	1.3913584453548711e+02
1063                    	circle	1.5437095990140865e+01	6.6374381234156616e+01	4.4530370450447073e+01
1063.5                  	Top	1.2395567200381976e+02	1.5976666403178896e+02	1.3794323993804443e+02
1063.5                  	Bottom	1.2240481234098705e+02	1.5811922852219089e+02	1.3913710185804516e+02
1063.5                  	circle	1.6862736612445833e+01	6.6423855545269575e+01	4.4612345731078399e+01
1064                    	Top	1.2395702852015128e+02	1.5976168161177162e+02	1.3793924228975413e+02
