# y+ ()                 
# Time                  	patch                   	min                     	max                     	average                 
1064                    	Bottom	1.2240586533746658e+02	1.5811810716381066e+02	1.3914091423109522e+02
1064                    	circle	1.7706563037608134e+01	6.6472454811810820e+01	4.4699898024124217e+01
1064.5                  	Top	1.2395616783066062e+02	1.5975835386325258e+02	1.3793477879417119e+02
1064.5                  	Bottom	1.2240825306080956e+02	1.5811558480573126e+02	1.3914542919146405e+02
1064.5                  	circle	1.7695192364539118e+01	6.6498454715827066e+01	4.4756922646968547e+01
1065                    	Top	1.2395325145428946e+02	1.5975832423362667e+02	1.3793173926739163e+02
1065                    	Bottom	1.2241119233502175e+02	1.5811313195796038e+02	1.3914871687025203e+02
1065                    	circle	1.6884107062087466e+01	6.6490097932591951e+01	4.4758199963265518e+01
1065.5                  	Top	1.2394995811667546e+02	1.5976164177097232e+02	1.3793181380813800e+02
1065.5                  	Bottom	1.2241306332350905e+02	1.5811147828099831e+02	1.3914916606135654e+02
1065.5                  	circle	1.5519733743902513e+01	6.6449442218296525e+01	4.4699716299946552e+01
1066                    	Top	1.2394765964936602e+02	1.5976660349492030e+02	1.3793484970619821e+02
1066                    	Bottom	1.2241292057116104e+02	1.5811146542996912e+02	1.3914652605762845e+02
1066                    	circle	1.4191124765523172e+01	6.6396142174945140e+01	4.4604964539780610e+01
1066.5                  	Top	1.2394721674314191e+02	1.5977127585761761e+02	1.3793926492067479e+02
1066.5                  	Bottom	1.2241134566137818e+02	1.5811354076004520e+02	1.3914220072922606e+02
1066.5                  	circle	1.3552424813652211e+01	6.6355098393660626e+01	4.4522253691787441e+01
1067                    	Top	1.2394909188094371e+02	1.5977304199287951e+02	1.3794320367814075e+02
1067                    	Bottom	1.2240855478021234e+02	1.5811621790661329e+02	1.3913796491297248e+02
1067                    	circle	1.3991564419902826e+01	6.6345279030187157e+01	4.4491345166434527e+01
1067.5                  	Top	1.2395239233117938e+02	1.5977133844117282e+02	1.3794498543805580e+02
1067.5                  	Bottom	1.2240576896197804e+02	1.5811828533546696e+02	1.3913586623597556e+02
1067.5                  	circle	1.5298830721544354e+01	6.6370647009131588e+01	4.4524489439623729e+01
1068                    	Top	1.2395545249584706e+02	1.5976713085621844e+02	1.3794351376355019e+02
1068                    	Bottom	1.2240480541519490e+02	1.5811923421871353e+02	1.3913685801982876e+02
1068                    	circle	1.6747502772488009e+01	6.6418953608447310e+01	4.4603922131911666e+01
1068.5                  	Top	1.2395698316651330e+02	1.5976210398750939e+02	1.3793965529726074e+02
1068.5                  	Bottom	1.2240569901110992e+02	1.5811828298094935e+02	1.3914049435239986e+02
1068.5                  	circle	1.7663735465067926e+01	6.6468640219444012e+01	4.4692637303153035e+01
1069                    	Top	1.2395633999920155e+02	1.5975853030707341e+02	1.3793513953417593e+02
1069                    	Bottom	1.2240800423225463e+02	1.5811585014255724e+02	1.3914503569011202e+02
1069                    	circle	1.7732001887402902e+01	6.6497456323986086e+01	4.4753731578654460e+01
1069.5                  	Top	1.2395355495926273e+02	1.5975816854304804e+02	1.3793190017398669e+02
1069.5                  	Bottom	1.2241094935042626e+02	1.5811335414564286e+02	1.3914851556889451e+02
1069.5                  	circle	1.6988973748412405e+01	6.6492431307999937e+01	4.4760786655424468e+01
1070                    	Top	1.2395024426713263e+02	1.5976123655077694e+02	1.3793167197527004e+02
1070                    	Bottom	1.2241296825750574e+02	1.5811156874321469e+02	1.3914926409000952e+02
1070                    	circle	1.5655043119852440e+01	6.6454093178208993e+01	4.4707256543400973e+01
1070.5                  	Top	1.2394780657785869e+02	1.5976611311838514e+02	1.3793448449240341e+02
1070.5                  	Bottom	1.2241299491636929e+02	1.5811136381229286e+02	1.3914686338783468e+02
1070.5                  	circle	1.4293689791643965e+01	6.6400919539624823e+01	4.4613969893140599e+01
1071                    	Top	1.2394715651634384e+02	1.5977093057670177e+02	1.3793884137731413e+02
1071                    	Bottom	1.2241154290412155e+02	1.5811328787687245e+02	1.3914262130888682e+02
1071                    	circle	1.3568529048928342e+01	6.6357781384423490e+01	4.4528160155257204e+01
1071.5                  	Top	1.2394881709420480e+02	1.5977304257471150e+02	1.3794291288191317e+02
1071.5                  	Bottom	1.2240884541222398e+02	1.5811600632177715e+02	1.3913829798257908e+02
1071.5                  	circle	1.3906516463541918e+01	6.6344627232439009e+01	4.4491458040114175e+01
1072                    	Top	1.2395207581771955e+02	1.5977160441650690e+02	1.3794495640842172e+02
1072                    	Bottom	1.2240595794941811e+02	1.5811812561709576e+02	1.3913591817543602e+02
1072                    	circle	1.5159905550532088e+01	6.6367053801299093e+01	4.4518991770371187e+01
1072.5                  	Top	1.2395522399538901e+02	1.5976759292321969e+02	1.3794377259995898e+02
1072.5                  	Bottom	1.2240482310179513e+02	1.5811923536278911e+02	1.3913664504104329e+02
1072.5                  	circle	1.6627321707472834e+01	6.6414063853281604e+01	4.4595577475065014e+01
1073                    	Top	1.2395692309715899e+02	1.5976254284931466e+02	1.3794007414543265e+02
1073                    	Bottom	1.2240554667231973e+02	1.5811844907505252e+02	1.3914008688271130e+02
1073                    	circle	1.7613299166370222e+01	6.6464625508111126e+01	4.4685115639238042e+01
1073.5                  	Top	1.2395649384740405e+02	1.5975873393132548e+02	1.3793551307714640e+02
1073.5                  	Bottom	1.2240775730257664e+02	1.5811610872928873e+02	1.3914463366421859e+02
1073.5                  	circle	1.7761879179455455e+01	6.6496153381165328e+01	4.4750062937460534e+01
1074                    	Top	1.2395384457489251e+02	1.5975804366702658e+02	1.3793208662205606e+02
1074                    	Bottom	1.2241069343179629e+02	1.5811357949165347e+02	1.3914828525739978e+02
1074                    	circle	1.7088091741555015e+01	6.6494441357306883e+01	4.4762822655326609e+01
1074.5                  	Top	1.2395053495090151e+02	1.5976084591311428e+02	1.3793155724905074e+02
1074.5                  	Bottom	1.2241285418542982e+02	1.5811167330954615e+02	1.3914933268797120e+02
1074.5                  	circle	1.5790122587371975e+01	6.6458609553640656e+01	4.4714420216178262e+01
1075                    	Top	1.2394796262989821e+02	1.5976562984330522e+02	1.3793412695461464e+02
1075                    	Bottom	1.2241307302432887e+02	1.5811129972806785e+02	1.3914718966599870e+02
1075                    	circle	1.4401830230874014e+01	6.6405790441662006e+01	4.4623049034131931e+01
1075.5                  	Top	1.2394711988005727e+02	1.5977055728599697e+02	1.3793842126930659e+02
1075.5                  	Bottom	1.2241172640730464e+02	1.5811304168168331e+02	1.3914304199413584e+02
1075.5                  	circle	1.3594214397363331e+01	6.6360730919624629e+01	4.4534506579664111e+01
1076                    	Top	1.2394857188754364e+02	1.5977300254540845e+02	1.3794260365784268e+02
1076                    	Bottom	1.2240912508665141e+02	1.5811576623948091e+02	1.3913864609209566e+02
1076                    	circle	1.3829681049760643e+01	6.6344296888519807e+01	4.4492146987724638e+01
1076.5                  	Top	1.2395175974564341e+02	1.5977185110792024e+02	1.3794490807508842e+02
1076.5                  	Bottom	1.2240615722173301e+02	1.5811795263738512e+02	1.3913599214520053e+02
1076.5                  	circle	1.5020602546511503e+01	6.6363606668742946e+01	4.4513908968541848e+01
1077                    	Top	1.2395497272920817e+02	1.5976804457102753e+02	1.3794400279009241e+02
1077                    	Bottom	1.2240484810097716e+02	1.5811920670102791e+02	1.3913644983497377e+02
1077                    	circle	1.6502645182536664e+01	6.6409197189711108e+01	4.4587342954451969e+01
1077.5                  	Top	1.2395684624029532e+02	1.5976298934623389e+02	1.3794048305166660e+02
1077.5                  	Bottom	1.2240540760041738e+02	1.5811860087266311e+02	1.3913969039150928e+02
1077.5                  	circle	1.7555428799960197e+01	6.6460441355825907e+01	4.4677370873173373e+01
1078                    	Top	1.2395664459239281e+02	1.5975897859706058e+02	1.3793592523156272e+02
1078                    	Bottom	1.2240751323850392e+02	1.5811636459289656e+02	1.3914422884684146e+02
1078                    	circle	1.7784279077690073e+01	6.6494506586952156e+01	4.4745898529747528e+01
1078.5                  	Top	1.2395419428031630e+02	1.5975793527532377e+02	1.3793231418123432e+02
1078.5                  	Bottom	1.2241041156817832e+02	1.5811375193352029e+02	1.3914803138285413e+02
1078.5                  	circle	1.7181746866042083e+01	6.6496150620983371e+01	4.4764304535426966e+01
1079                    	Top	1.2395083266777524e+02	1.5976047181672564e+02	1.3793147021183873e+02
1079                    	Bottom	1.2241272308392617e+02	1.5811179137643128e+02	1.3914937173073744e+02
1079                    	circle	1.5924468388531247e+01	6.6462975121914440e+01	4.4721177316385933e+01
1079.5                  	Top	1.2394812236150015e+02	1.5976516396752234e+02	1.3793377319452983e+02
1079.5                  	Bottom	1.2241315620170452e+02	1.5811127079344192e+02	1.3914750766900681e+02
1079.5                  	circle	1.4515291858504852e+01	6.6410738476364060e+01	4.4632172261545335e+01
1080                    	Top	1.2394711758323638e+02	1.5977015976155772e+02	1.3793801245606696e+02
1080                    	Bottom	1.2241190277772347e+02	1.5811281149671620e+02	1.3914346585022616e+02
1080                    	circle	1.3629262673124799e+01	6.6363939523757622e+01	4.4541266363443370e+01
1080.5                  	Top	1.2394833547245877e+02	1.5977293051685714e+02	1.3794226954280973e+02
1080.5                  	Bottom	1.2240939933653063e+02	1.5811551389879250e+02	1.3913900583892894e+02
1080.5                  	circle	1.3761492794419446e+01	6.6344284089282510e+01	4.4493407138953579e+01
1081                    	Top	1.2395143541976076e+02	1.5977207959038506e+02	1.3794482318816526e+02
1081                    	Bottom	1.2240637584258727e+02	1.5811777265132088e+02	1.3913609845642844e+02
1081                    	circle	1.4884070141228268e+01	6.6360404380025130e+01	4.4509291382197055e+01
1081.5                  	Top	1.2395471209833224e+02	1.5976848795196312e+02	1.3794421652758382e+02
1081.5                  	Bottom	1.2240489470185297e+02	1.5811917056996552e+02	1.3913628578909604e+02
1081.5                  	circle	1.6373991313947560e+01	6.6404379819748584e+01	4.4579252396460376e+01
1082                    	Top	1.2395675085841827e+02	1.5976344614924491e+02	1.3794088223892706e+02
1082                    	Bottom	1.2240528115266149e+02	1.5811873770637283e+02	1.3913930473433410e+02
1082                    	circle	1.7490189208382652e+01	6.6456104271337423e+01	4.4669431016711926e+01
1082.5                  	Top	1.2395677030441105e+02	1.5975924396184556e+02	1.3793633577283251e+02
1082.5                  	Bottom	1.2240726091762119e+02	1.5811659558737259e+02	1.3914380913625064e+02
1082.5                  	circle	1.7799527740544484e+01	6.6492561470793447e+01	4.4741291916886134e+01
1083                    	Top	1.2395450030530385e+02	1.5975786908701556e+02	1.3793255835409758e+02
1083                    	Bottom	1.2241013502025156e+02	1.5811396219248482e+02	1.3914775896773489e+02
1083                    	circle	1.7269736614599978e+01	6.6497549012675435e+01	4.4765229968922966e+01
1083.5                  	Top	1.2395113673325427e+02	1.5976011620986012e+02	1.3793141150345073e+02
1083.5                  	Bottom	1.2241257490103530e+02	1.5811192296676577e+02	1.3914938191948551e+02
1083.5                  	circle	1.6057598010171752e+01	6.6467171520273027e+01	4.4727503226360255e+01
1084                    	Top	1.2394829820022618e+02	1.5976470036344790e+02	1.3793343850194103e+02
1084                    	Bottom	1.2241321740903639e+02	1.5811125230261615e+02	1.3914780682119729e+02
1084                    	circle	1.4633487291732314e+01	6.6415735535490782e+01	4.4641288527590355e+01
1084.5                  	Top	1.2394712322372889e+02	1.5976972985318758e+02	1.3793759564510748e+02
1084.5                  	Bottom	1.2241204304078900e+02	1.5811256206592347e+02	1.3914386887094685e+02
1084.5                  	circle	1.3673342735293151e+01	6.6367377365701429e+01	4.4548407518869311e+01
1085                    	Top	1.2394813160645818e+02	1.5977282748695660e+02	1.3794193115150560e+02
1085                    	Bottom	1.2240967670045525e+02	1.5811527210485755e+02	1.3913938807850823e+02
1085                    	circle	1.3702221025369353e+01	6.6344600717902466e+01	4.4495240420701201e+01
1085.5                  	Top	1.2395110729318853e+02	1.5977230691194288e+02	1.3794470058602039e+02
1085.5                  	Bottom	1.2240664118781132e+02	1.5811761665914113e+02	1.3913625488818198e+02
1085.5                  	circle	1.4751636326049152e+01	6.6357486980856208e+01	4.4505175951380558e+01
1086                    	Top	1.2395443860666508e+02	1.5976891939891240e+02	1.3794440799459440e+02
1086                    	Bottom	1.2240495483074827e+02	1.5811911397152932e+02	1.3913614672778931e+02
1086                    	circle	1.6241902331648433e+01	6.6399630337687043e+01	4.4571334664054838e+01
1086.5                  	Top	1.2395663876199379e+02	1.5976390923943487e+02	1.3794126976658265e+02
1086.5                  	Bottom	1.2240516849742873e+02	1.5811885768490674e+02	1.3913893180932303e+02
1086.5                  	circle	1.7417734317574801e+01	6.6451633691764357e+01	4.4661323774975735e+01
1087                    	Top	1.2395687497819297e+02	1.5975953709259610e+02	1.3793676061541731e+02
1087                    	Bottom	1.2240701921710057e+02	1.5811682647816428e+02	1.3914338998164018e+02
1087                    	circle	1.7807521717094897e+01	6.6490342652375958e+01	4.4736267253801174e+01
1087.5                  	Top	1.2395479018075996e+02	1.5975783811195191e+02	1.3793282617442375e+02
1087.5                  	Bottom	1.2240985571271274e+02	1.5811418213138458e+02	1.3914746647847610e+02
1087.5                  	circle	1.7351616292711398e+01	6.6498630311514944e+01	4.4765601829872409e+01
1088                    	Top	1.2395144489069264e+02	1.5975978114040399e+02	1.3793138047422403e+02
1088                    	Bottom	1.2241241032640835e+02	1.5811206662626523e+02	1.3914936263597104e+02
